city,max-bedroom,min-bathroom,max-bathroom,min-carpet-area,max-carpet-area,min-total-area,max-total-area,property-type,facing,overlooking,parking,balcony,min-price,max-price,Furniture,Land Deed,Registry
Gurgaon,3,3,2,1440,2861,1027,3577,Villa,West,None,No,No,3564054,12024232,Yes,No,Registered
Gurgaon,1,2,4,855,2588,1635,3499,Independent House,East,Garden,Yes,No,3931431,46923904,Yes,Yes,Registered
Gurgaon,1,3,3,1276,2267,1999,3566,Independent House,East,None,No,Yes,2623197,35772485,Yes,Yes,Not Registered
Noida,3,3,3,543,2850,1993,2232,Independent House,East,Garden,No,Yes,2151546,35547451,No,Yes,Registered
Faridabad,1,2,5,755,2188,1987,2138,Independent House,South,Main Road,Yes,No,9437817,16635968,Yes,Yes,Registered
Noida,5,2,2,657,1722,1409,3276,Independent House,North,Garden,No,Yes,5379527,43917348,Yes,Yes,Registered
Ghaziabad,4,2,2,1048,2526,1845,3613,Apartment,Northeast,Pool,No,No,6656226,41733240,Yes,Yes,Registered
Delhi,4,2,1,1246,2876,1669,2202,Independent House,North,None,Yes,Yes,7013492,16318607,Yes,Yes,Registered
Faridabad,5,3,3,737,1779,1907,3728,Villa,West,None,No,No,4080478,19391445,No,Yes,Registered
Gurgaon,2,2,5,561,2461,1265,3168,Apartment,East,None,Yes,No,7984286,21060905,No,Yes,Registered
Faridabad,2,4,2,751,2298,1793,3404,Villa,South,Park,No,Yes,5680300,19477108,No,Yes,Registered
Faridabad,2,4,1,1358,2446,1738,3605,Villa,North,Garden,No,Yes,8964845,32124525,Yes,Yes,Not Registered
Noida,1,2,3,725,2575,1058,2413,Independent House,Northwest,Park,Yes,Yes,7762516,20961644,No,Yes,Registered
Ghaziabad,2,2,5,1131,2712,1128,3755,Independent House,West,Park,No,Yes,5327379,22883708,No,Yes,Registered
Gurgaon,2,2,2,1250,1731,1710,3299,Villa,Northwest,Park,Yes,Yes,8596411,15073690,Yes,Yes,Registered
Delhi,3,2,2,957,2773,1824,3373,Apartment,Northeast,Pool,Yes,No,7498091,38468618,Yes,Yes,Registered
Faridabad,5,1,1,717,1829,1250,3257,Studio,West,Garden,Yes,Yes,2070200,27789889,No,Yes,Registered
Ghaziabad,3,3,5,1008,2580,1480,3109,Villa,West,None,No,Yes,2427176,26183034,Yes,Yes,Registered
Noida,2,4,4,742,1596,1101,2359,Studio,South,Park,No,Yes,3268103,28939838,No,Yes,Not Registered
Gurgaon,5,2,1,749,1828,1024,3169,Independent House,South,Pool,No,No,6552495,19743985,Yes,Yes,Registered
Delhi,3,2,3,605,1890,1150,3808,Villa,West,Park,No,Yes,5041142,22670138,No,Yes,Registered
Gurgaon,1,3,3,999,2224,1795,2031,Independent House,Southwest,None,No,Yes,9400168,13689243,No,Yes,Registered
Faridabad,2,4,4,909,2610,1310,2035,Independent House,North,Park,No,No,6632303,33462932,No,Yes,Registered
Faridabad,4,4,5,1097,1647,1842,2362,Villa,South,None,No,Yes,7531588,41630928,No,Yes,Registered
Ghaziabad,5,4,2,877,2414,1849,3509,Studio,West,None,No,Yes,5011726,43435695,No,Yes,Registered
Delhi,5,3,4,822,2878,1418,2569,Studio,Northeast,Garden,No,Yes,6102404,34855955,No,Yes,Registered
Noida,1,1,3,645,1958,1173,3351,Apartment,South,Pool,No,No,4176241,46656577,No,Yes,Registered
Noida,4,1,4,1304,2408,1662,2273,Villa,Northeast,Park,No,Yes,9865424,48001603,Yes,Yes,Registered
Noida,5,3,3,749,2920,1029,3262,Apartment,West,Park,No,No,4054452,19000678,Yes,Yes,Registered
Noida,2,2,3,791,2642,1366,3394,Villa,Southwest,Main Road,Yes,No,5194382,38318490,Yes,Yes,Not Registered
Gurgaon,5,1,1,863,1518,1281,2806,Villa,Southwest,Main Road,Yes,No,5470522,39804192,No,Yes,Registered
Ghaziabad,4,2,4,1440,1831,1623,2098,Villa,West,None,Yes,No,5903592,43704218,Yes,Yes,Registered
Delhi,4,3,4,604,2763,1650,3576,Independent House,Southeast,Park,Yes,No,7609503,31072104,Yes,Yes,Registered
Noida,2,4,5,1257,1770,1508,3676,Apartment,Southwest,None,Yes,No,2221274,35944804,Yes,Yes,Registered
Noida,3,1,4,1159,2219,1622,2505,Studio,North,None,No,Yes,3621062,39217191,No,Yes,Registered
Delhi,4,2,3,1284,2716,1629,2983,Apartment,West,None,Yes,No,5619414,32016423,No,Yes,Registered
Noida,5,3,5,711,2229,1423,2041,Studio,East,None,Yes,No,2846893,12083376,No,Yes,Registered
Faridabad,3,1,2,1386,2229,1739,2250,Apartment,Southeast,Main Road,Yes,Yes,4374082,22169632,Yes,Yes,Registered
Delhi,5,3,5,1033,1658,1934,2911,Apartment,West,None,Yes,Yes,5714927,46609646,Yes,Yes,Registered
Delhi,3,4,2,808,2034,1851,3036,Independent House,South,None,Yes,Yes,9354854,13780526,Yes,Yes,Registered
Delhi,5,1,3,1027,2699,1372,3807,Studio,Northeast,Garden,Yes,Yes,9307376,22164756,No,Yes,Registered
Ghaziabad,2,1,5,989,1861,1155,2141,Studio,Southwest,Park,No,No,9764908,18303199,Yes,Yes,Registered
Delhi,5,2,2,1189,2025,1719,2106,Villa,Southwest,Pool,Yes,No,8440174,15176715,Yes,Yes,Registered
Delhi,5,1,3,1267,2715,1947,2645,Villa,Southeast,Garden,No,Yes,9245167,16802321,No,Yes,Registered
Delhi,5,2,3,988,2388,1085,2498,Villa,Northwest,None,Yes,Yes,8090281,49019992,No,Yes,Registered
Ghaziabad,5,1,2,1198,2694,1439,2470,Studio,Northeast,None,No,Yes,7286015,38832491,No,Yes,Registered
Ghaziabad,5,1,1,1201,2571,1401,2763,Studio,Southwest,Main Road,No,No,9747327,18418286,No,Yes,Not Registered
Faridabad,1,1,5,911,2190,1414,3444,Studio,Northeast,Pool,No,No,7351406,17407148,Yes,Yes,Registered
Gurgaon,5,2,4,1128,2806,1754,3676,Studio,Southeast,None,No,No,6023669,36683309,No,Yes,Registered
Delhi,3,4,3,1024,1801,1333,3167,Independent House,Southwest,Park,No,No,5145017,19980270,Yes,Yes,Registered
Ghaziabad,4,4,2,927,1719,1345,3060,Independent House,Northwest,None,No,No,2642366,19487629,Yes,Yes,Registered
Ghaziabad,5,1,2,1371,2094,1446,3309,Studio,North,Park,Yes,No,4121824,15612234,Yes,Yes,Registered
Gurgaon,5,3,2,1023,2375,1530,3111,Apartment,West,Garden,No,No,5413211,17854708,Yes,Yes,Registered
Noida,5,3,2,930,1581,1553,2708,Independent House,Southeast,Pool,Yes,Yes,7556855,49488212,Yes,Yes,Registered
Faridabad,3,2,2,691,2730,1004,3348,Independent House,South,Park,Yes,No,3487246,32070398,Yes,Yes,Registered
Noida,1,4,3,948,2404,1669,2844,Apartment,Southeast,Park,No,No,7571298,14888919,Yes,Yes,Not Registered
Gurgaon,4,2,2,1481,2500,1175,2749,Villa,South,Park,Yes,Yes,6046229,32689749,Yes,Yes,Not Registered
Faridabad,5,1,1,1271,2840,1528,2712,Independent House,North,Garden,No,Yes,2271570,36801340,Yes,Yes,Registered
Noida,1,2,4,1162,1915,1954,2619,Studio,Southwest,Main Road,Yes,No,3979462,30066252,Yes,Yes,Registered
Ghaziabad,1,3,2,1143,1700,1376,3242,Villa,South,None,No,Yes,7868202,18282005,Yes,Yes,Registered
Gurgaon,5,2,1,932,2959,1887,2536,Studio,Southwest,None,No,Yes,2736332,49764668,Yes,Yes,Registered
Noida,3,2,2,814,1704,1534,2247,Studio,Northeast,None,Yes,Yes,7202884,48705870,Yes,Yes,Registered
Noida,4,3,4,525,2776,1023,2570,Apartment,East,Main Road,No,Yes,2991287,24921101,Yes,Yes,Registered
Faridabad,3,3,3,1477,2069,1118,2160,Independent House,East,Park,No,Yes,3501398,33811070,Yes,Yes,Registered
Noida,5,4,5,1132,2986,1535,3670,Studio,Southwest,Park,Yes,No,9551365,13308301,Yes,Yes,Registered
Delhi,1,4,5,1425,2372,1598,2493,Villa,West,Main Road,No,No,9092051,40120072,Yes,Yes,Registered
Noida,1,3,2,912,1773,1013,3811,Independent House,West,Main Road,Yes,Yes,4434531,29639783,Yes,Yes,Registered
Faridabad,3,3,5,969,2848,1202,3997,Villa,North,None,No,No,6171115,49113451,Yes,Yes,Registered
Gurgaon,5,3,1,1359,1565,1283,2488,Studio,South,Garden,No,Yes,9418340,17761587,Yes,Yes,Registered
Ghaziabad,4,4,2,899,2917,1073,2241,Studio,Northwest,Pool,No,No,3073306,29009690,Yes,Yes,Registered
Noida,5,1,1,1151,2484,1685,2455,Villa,Northeast,Garden,No,No,4769185,40404103,Yes,Yes,Registered
Faridabad,2,4,3,1314,1536,1381,2383,Studio,East,Pool,Yes,No,9699755,25039550,Yes,Yes,Registered
Faridabad,4,1,3,605,2896,1252,2127,Villa,Northwest,Main Road,Yes,Yes,3341386,15755387,Yes,Yes,Registered
Faridabad,2,4,4,683,2294,1679,2692,Independent House,North,Pool,No,No,3079968,13863225,Yes,Yes,Registered
Delhi,3,1,1,1399,1502,1800,3635,Studio,Northeast,Garden,Yes,No,5054156,42284601,Yes,Yes,Not Registered
Faridabad,5,3,5,1449,2862,1897,3070,Apartment,Northeast,None,Yes,Yes,2142700,35676695,No,Yes,Registered
Gurgaon,1,4,2,1058,1640,1760,3752,Apartment,Northwest,Garden,No,No,3195578,31058003,Yes,Yes,Registered
Noida,5,4,5,1293,2922,1617,3966,Villa,Southwest,Garden,Yes,No,5740504,40415505,Yes,Yes,Registered
Gurgaon,5,1,4,1377,1774,1773,2700,Independent House,Southwest,Park,No,No,4575439,21663706,Yes,Yes,Registered
Faridabad,2,3,5,556,2636,1599,3788,Independent House,Southeast,Garden,Yes,Yes,8710057,38603260,No,Yes,Not Registered
Faridabad,3,1,5,843,2694,1094,2736,Apartment,Northeast,Garden,No,Yes,8722533,35544806,No,Yes,Registered
Ghaziabad,2,1,4,538,1829,1897,2719,Independent House,Southeast,Garden,No,Yes,5079878,41385199,Yes,Yes,Registered
Faridabad,2,1,5,1345,2220,1397,2040,Studio,Northwest,None,No,Yes,8666320,17785241,No,Yes,Registered
Delhi,5,2,2,1254,1844,1260,2163,Villa,East,Garden,Yes,No,9113170,42908666,Yes,Yes,Registered
Ghaziabad,3,2,3,838,2937,1135,3646,Villa,East,Garden,No,Yes,3665478,37541556,Yes,Yes,Registered
Delhi,2,1,4,730,1559,1242,3374,Villa,North,Pool,No,No,8474399,22141743,No,Yes,Registered
Gurgaon,2,4,2,935,1532,1448,3255,Villa,Southeast,Garden,Yes,No,4884316,48771785,Yes,Yes,Registered
Ghaziabad,1,3,2,1199,2188,1229,2062,Villa,Northwest,Main Road,No,Yes,3193172,13535781,No,Yes,Registered
Ghaziabad,1,4,3,919,2753,1081,2009,Independent House,West,Pool,Yes,Yes,6106330,25333445,Yes,Yes,Registered
Gurgaon,4,1,4,738,2481,1523,3501,Independent House,Southwest,Park,No,Yes,2469269,31634003,No,Yes,Not Registered
Noida,3,3,5,1115,2441,1643,3954,Independent House,East,Park,No,No,7311896,39941885,No,Yes,Registered
Noida,4,1,1,1186,2786,1770,2638,Independent House,East,Park,No,Yes,2794509,14992980,Yes,Yes,Registered
Noida,1,1,4,1242,2516,1247,2287,Independent House,Northwest,None,No,Yes,5575482,13502892,Yes,Yes,Registered
Faridabad,2,1,1,743,1789,1318,2479,Apartment,West,Pool,No,No,9570296,24621499,Yes,Yes,Registered
Ghaziabad,3,1,2,1001,2014,1011,2057,Independent House,West,Pool,Yes,Yes,9853478,48007521,No,Yes,Registered
Gurgaon,1,4,5,1062,2008,1806,3442,Villa,Southwest,Main Road,No,Yes,9046530,41126488,Yes,Yes,Registered
Delhi,4,3,5,1015,2283,1916,2619,Independent House,Northwest,Pool,Yes,No,5955597,18228632,Yes,Yes,Registered
Gurgaon,5,3,1,894,2162,1561,2482,Villa,West,Garden,Yes,Yes,7774279,24296096,No,Yes,Registered
Noida,2,2,4,501,2148,1577,3307,Independent House,Southeast,None,No,No,3186018,14476821,Yes,Yes,Registered
Ghaziabad,5,2,3,522,2197,1636,3876,Studio,Southwest,Main Road,Yes,No,5818510,23070863,No,Yes,Registered
Faridabad,1,1,1,836,1719,1981,3703,Apartment,Southeast,None,No,No,7655042,28187601,Yes,Yes,Registered
Gurgaon,1,4,3,833,1598,1968,2960,Villa,North,Park,Yes,Yes,4942509,21714611,Yes,Yes,Registered
Noida,2,1,2,1229,1714,1042,3984,Studio,Southeast,None,Yes,No,8218610,43488938,Yes,Yes,Registered
Delhi,1,2,3,545,1665,1496,3678,Villa,South,Park,Yes,Yes,5910456,48842756,Yes,Yes,Registered
Gurgaon,3,4,5,629,2179,1803,2931,Villa,Northeast,Pool,Yes,No,2212930,33160214,Yes,Yes,Registered
Noida,2,4,1,840,1821,1329,3738,Independent House,East,Pool,Yes,Yes,4995120,13535613,No,Yes,Registered
Noida,1,3,3,545,1593,1296,2920,Apartment,Northeast,Garden,Yes,No,2352495,15899454,Yes,Yes,Registered
Faridabad,3,2,4,605,1883,1646,3225,Studio,Southeast,Park,Yes,Yes,5387460,37652377,Yes,Yes,Registered
Gurgaon,4,1,3,812,1518,1746,3589,Studio,East,Park,Yes,Yes,2026603,13254065,Yes,Yes,Registered
Delhi,1,4,5,833,1859,1790,2602,Studio,North,None,Yes,Yes,3501235,23350072,No,Yes,Registered
Ghaziabad,3,4,1,1108,2656,1671,2463,Studio,Southwest,Garden,No,Yes,6299890,35428140,No,Yes,Registered
Faridabad,2,1,3,654,1614,1729,2786,Independent House,Northwest,None,Yes,Yes,9499255,45852379,No,Yes,Not Registered
Faridabad,3,4,5,1132,2349,1849,2620,Apartment,West,None,Yes,Yes,8844324,36937015,No,Yes,Registered
Faridabad,2,2,1,771,1554,1364,3181,Independent House,Southeast,Park,No,No,2761495,28794303,Yes,Yes,Registered
Delhi,5,2,3,775,2448,1653,2684,Apartment,Northwest,Main Road,No,No,7857683,26406819,Yes,Yes,Registered
Faridabad,2,2,2,803,2024,1109,3124,Studio,Southeast,Garden,No,Yes,8355835,36094303,No,Yes,Registered
Ghaziabad,2,1,3,660,2624,1428,3726,Studio,Northeast,Garden,Yes,Yes,7889610,25410450,No,Yes,Registered
Noida,2,2,5,1190,1975,1124,2283,Studio,Northeast,Garden,No,No,5818346,44230267,Yes,Yes,Registered
Delhi,1,4,2,558,1826,1135,3988,Independent House,Northeast,Main Road,Yes,No,4577339,33006420,Yes,Yes,Registered
Gurgaon,3,1,5,1258,2167,1439,3974,Villa,Southeast,Garden,Yes,No,7214654,29032923,No,Yes,Registered
Noida,3,3,2,853,2399,1498,2599,Independent House,East,Garden,No,No,8073287,40339284,Yes,Yes,Registered
Noida,4,2,3,1443,2658,1864,3199,Villa,East,Main Road,Yes,No,7179034,29012002,No,Yes,Registered
Faridabad,3,2,2,648,2562,1039,2202,Independent House,West,Pool,No,Yes,7469565,47252173,No,Yes,Registered
Delhi,5,1,1,625,2634,1157,3870,Villa,East,Pool,No,Yes,5140266,47514706,Yes,Yes,Registered
Noida,2,2,2,640,2304,1890,3709,Studio,Southeast,Main Road,No,Yes,2504771,13562155,Yes,Yes,Not Registered
Delhi,4,4,4,894,2579,1789,3267,Apartment,South,Main Road,No,No,4230113,29816071,No,Yes,Registered
Noida,2,3,5,601,2691,1403,3961,Villa,Northwest,Garden,No,Yes,2412061,21075964,Yes,Yes,Registered
Gurgaon,5,1,5,948,1741,1578,3686,Villa,West,None,Yes,No,4883462,23930624,Yes,Yes,Registered
Delhi,5,3,5,1086,2803,1970,3195,Studio,Southeast,Park,No,No,9449608,18497887,Yes,Yes,Registered
Noida,4,4,3,1232,2563,1434,3009,Apartment,East,Park,Yes,No,2863202,12260470,Yes,Yes,Not Registered
Delhi,1,3,5,641,1588,1888,2225,Studio,South,Garden,No,No,2379043,42096586,No,Yes,Not Registered
Faridabad,2,2,3,1334,1551,1933,3848,Studio,East,Park,Yes,No,3994816,46048685,Yes,Yes,Registered
Faridabad,2,2,4,1226,1587,1355,2849,Apartment,East,Garden,Yes,No,4807346,36666485,Yes,Yes,Registered
Delhi,3,2,2,809,1693,1145,2398,Villa,Northeast,Pool,Yes,Yes,4384001,34561027,Yes,Yes,Registered
Delhi,2,4,4,1065,2993,1542,2994,Independent House,South,Garden,No,No,3717916,45536506,No,Yes,Registered
Ghaziabad,4,4,3,788,2243,1740,3462,Villa,East,None,No,Yes,2667025,21871287,No,Yes,Registered
Delhi,3,4,5,1270,1685,1198,3092,Independent House,South,Pool,Yes,Yes,4731854,37395553,Yes,Yes,Registered
Noida,4,1,5,1065,2265,1347,3206,Studio,South,Park,Yes,Yes,7900279,36196866,No,Yes,Registered
Gurgaon,1,2,2,1294,2278,1541,2152,Studio,Southwest,Main Road,No,Yes,6524953,23055507,No,Yes,Registered
Gurgaon,4,3,3,1066,2829,1189,2337,Villa,Southeast,None,Yes,Yes,3917331,15542147,No,Yes,Not Registered
Gurgaon,2,2,1,1128,2796,1455,2568,Apartment,Southeast,Park,Yes,Yes,6261095,21446806,No,Yes,Registered
Ghaziabad,5,4,5,506,2347,1427,2243,Independent House,Northeast,None,Yes,No,3177724,47299970,No,Yes,Registered
Gurgaon,4,4,5,751,2063,1657,3163,Studio,South,Garden,Yes,No,6653797,43532123,Yes,Yes,Registered
Ghaziabad,3,1,1,1237,2920,1158,2623,Studio,Northwest,Park,No,No,7811412,32956320,Yes,Yes,Registered
Delhi,1,4,4,1370,2531,1062,3760,Villa,Northeast,Park,No,No,6601894,43791206,Yes,Yes,Registered
Delhi,2,2,1,866,1627,1564,3908,Villa,South,Main Road,Yes,Yes,4827429,35571729,Yes,Yes,Registered
Noida,2,2,5,650,1913,1500,2006,Apartment,North,None,Yes,Yes,8786665,17434284,Yes,Yes,Registered
Noida,5,2,5,916,1796,1165,3420,Studio,East,Main Road,No,No,5325071,17165078,Yes,Yes,Registered
Gurgaon,1,3,5,676,2071,1865,3430,Villa,West,Main Road,Yes,Yes,4782917,36946048,No,Yes,Registered
Ghaziabad,2,2,4,1096,1559,1224,3486,Independent House,Southwest,Main Road,No,No,2811312,13163274,No,Yes,Registered
Gurgaon,4,3,1,942,2142,1576,2296,Studio,North,Main Road,Yes,No,3784612,23673511,No,Yes,Not Registered
Noida,1,4,2,1048,1505,1104,2674,Independent House,Northwest,Main Road,Yes,No,8317313,24848182,Yes,Yes,Registered
Delhi,3,4,5,1476,2483,1521,3652,Studio,Southeast,Garden,No,No,4363199,42186482,No,Yes,Registered
Faridabad,3,3,2,743,2596,1964,2563,Villa,South,None,No,No,2516471,46720533,Yes,Yes,Registered
Noida,3,4,1,1338,1778,1838,2181,Independent House,Northeast,Garden,Yes,Yes,3006750,38352249,No,Yes,Registered
Noida,3,2,1,1137,2691,1627,2113,Studio,Northeast,Garden,No,No,6447720,47663015,Yes,Yes,Registered
Delhi,2,1,5,1348,2956,1774,3932,Villa,North,None,Yes,No,4894385,48343308,No,Yes,Registered
Gurgaon,5,2,3,1492,1584,1776,2014,Independent House,West,Garden,Yes,No,4148582,26825651,No,Yes,Registered
Gurgaon,2,3,5,1285,2750,1802,3719,Independent House,North,Main Road,No,Yes,9038421,49847892,No,Yes,Registered
Ghaziabad,2,2,1,1217,2707,1348,3830,Independent House,Northwest,Garden,No,No,4467905,33086656,Yes,Yes,Registered
Faridabad,3,2,1,1334,1769,1434,3410,Apartment,Northeast,None,No,No,7539746,49607896,Yes,Yes,Registered
Gurgaon,4,4,1,1095,1890,1638,2769,Studio,Northeast,Park,Yes,No,6954648,38601469,Yes,Yes,Registered
Gurgaon,4,4,5,898,2438,1364,2917,Villa,Southwest,Pool,No,Yes,3327939,46391342,No,Yes,Registered
Faridabad,4,2,4,1085,1616,1546,2036,Villa,East,None,Yes,No,7578874,18394082,Yes,Yes,Registered
Noida,3,3,4,502,2185,1562,2316,Villa,Southwest,None,Yes,Yes,2242507,18817434,Yes,Yes,Registered
Ghaziabad,2,2,2,1376,2934,1538,2849,Independent House,Northwest,Main Road,Yes,No,3938257,31779000,Yes,Yes,Registered
Gurgaon,2,3,2,1459,2011,1844,3677,Studio,Southeast,Garden,No,No,6512560,46975384,Yes,Yes,Registered
Ghaziabad,4,4,5,1103,2690,1143,2574,Villa,East,Main Road,Yes,Yes,9671960,24295465,No,Yes,Registered
Ghaziabad,1,4,4,564,1663,1350,2050,Apartment,South,Pool,No,Yes,4561869,16565297,Yes,Yes,Registered
Ghaziabad,3,3,3,835,1813,1469,2842,Studio,West,Garden,Yes,No,4912100,26715631,Yes,Yes,Registered
Ghaziabad,4,4,2,956,1754,1414,2708,Independent House,North,Main Road,Yes,No,3466452,38169046,No,Yes,Registered
Gurgaon,2,4,1,847,1919,1610,3924,Apartment,South,Main Road,No,No,8082029,18871307,No,Yes,Registered
Faridabad,1,2,2,917,1772,1181,3974,Studio,Northwest,Garden,No,Yes,3895911,31333127,Yes,Yes,Registered
Noida,4,1,1,1276,2091,1809,3615,Studio,West,Pool,No,No,7811291,33446336,Yes,Yes,Registered
Noida,4,2,4,1249,1837,1751,2386,Independent House,Northwest,None,No,Yes,3191915,43505430,Yes,Yes,Registered
Delhi,2,1,2,1446,2873,1607,3177,Independent House,Southeast,Pool,No,No,2280851,25126541,Yes,Yes,Registered
Delhi,4,2,2,1479,1754,1553,2341,Studio,Northeast,None,Yes,Yes,5295216,38301803,Yes,Yes,Registered
Faridabad,2,3,5,579,2522,1738,3156,Villa,Southwest,None,Yes,Yes,9298050,24075437,Yes,Yes,Registered
Faridabad,2,2,4,715,2246,1005,3784,Villa,Southeast,Park,No,No,8799519,45588786,No,Yes,Not Registered
Faridabad,4,2,5,665,1610,1294,3336,Apartment,Northeast,Park,No,No,8597126,27928099,Yes,Yes,Registered
Delhi,2,1,5,975,2393,1832,2921,Independent House,West,Pool,Yes,No,7190499,25044084,Yes,Yes,Registered
Delhi,2,1,3,1428,1999,1861,3634,Apartment,Southeast,Park,Yes,Yes,2337379,38980434,Yes,Yes,Registered
Ghaziabad,4,4,1,1358,1987,1287,2184,Villa,Northwest,Pool,No,Yes,9478350,19461516,No,Yes,Registered
Delhi,2,4,2,1379,1553,1429,2246,Apartment,East,Main Road,No,No,2950537,16138210,Yes,Yes,Registered
Ghaziabad,5,1,4,1271,2686,1679,3576,Villa,Southwest,Main Road,Yes,Yes,5665052,41487619,Yes,Yes,Registered
Noida,2,1,1,842,2148,1150,2203,Villa,West,Main Road,No,Yes,7962964,30495687,Yes,Yes,Registered
Faridabad,2,2,3,896,2583,1708,3715,Independent House,Southeast,Main Road,Yes,No,3540116,49933686,No,Yes,Registered
Noida,4,1,5,1403,2125,1658,2433,Apartment,East,Garden,No,No,4963557,18286881,Yes,Yes,Registered
Noida,3,3,1,724,1533,1165,3862,Studio,Northwest,Pool,No,No,8526463,32388491,No,Yes,Registered
Ghaziabad,2,1,4,769,1719,1605,3621,Independent House,South,Park,No,Yes,8601445,25133248,No,Yes,Registered
Gurgaon,2,4,2,738,2592,1824,2694,Independent House,South,Garden,No,Yes,8784841,39291855,No,Yes,Registered
Faridabad,3,4,5,1314,1552,1736,3533,Apartment,Southwest,None,No,No,3712767,12099764,Yes,Yes,Registered
Noida,1,4,1,1105,2944,1547,2959,Studio,South,Main Road,Yes,No,7233291,31373246,Yes,Yes,Registered
Faridabad,5,3,5,1184,1696,1530,2699,Independent House,East,Pool,No,No,4480724,14438467,Yes,No,Registered
Faridabad,1,2,5,650,2080,1295,3395,Villa,Southeast,Main Road,Yes,Yes,4757941,24133311,Yes,Yes,Registered
Gurgaon,5,2,3,929,2352,1623,3227,Independent House,Northeast,Pool,Yes,No,7227868,17394812,Yes,Yes,Not Registered
Ghaziabad,1,1,5,748,2609,1843,3825,Villa,Southwest,Main Road,Yes,Yes,5606636,23796022,Yes,Yes,Registered
Noida,2,3,3,576,2816,1147,3926,Apartment,North,Garden,Yes,Yes,5261575,14922465,Yes,Yes,Not Registered
Gurgaon,4,3,4,820,2647,1834,3296,Independent House,Southeast,Pool,No,No,3113520,17497799,Yes,Yes,Registered
Faridabad,4,3,4,1390,2104,1143,2202,Independent House,South,Main Road,Yes,No,9043661,42255033,Yes,Yes,Registered
Delhi,3,1,4,1060,2252,1633,3177,Independent House,Northwest,None,No,No,9692868,47904384,Yes,Yes,Registered
Ghaziabad,5,4,4,995,2609,1172,3023,Apartment,North,None,No,Yes,5025653,14519829,Yes,Yes,Not Registered
Gurgaon,3,3,2,613,1749,1619,2658,Villa,Southeast,Main Road,No,No,9439280,34707423,No,Yes,Registered
Ghaziabad,5,4,2,636,2407,1577,2393,Villa,Northwest,Garden,Yes,Yes,7426392,47708102,Yes,Yes,Registered
Faridabad,2,4,4,542,2629,1251,2204,Studio,Southwest,Main Road,No,Yes,8183466,43936917,Yes,Yes,Registered
Delhi,3,3,3,1244,2818,1250,3168,Villa,Southwest,None,No,No,2792498,23442660,Yes,Yes,Not Registered
Delhi,5,2,4,628,2659,1577,2534,Apartment,Northwest,None,Yes,No,7676905,23515630,Yes,Yes,Registered
Ghaziabad,1,2,3,1150,2770,1383,2863,Studio,South,None,No,No,3297079,18211364,Yes,Yes,Registered
Delhi,1,2,2,872,2377,1573,2652,Independent House,North,Park,No,No,5585709,12711017,Yes,Yes,Registered
Faridabad,5,1,5,736,2653,1066,3144,Villa,Southwest,Garden,Yes,Yes,9530089,21934581,No,Yes,Registered
Faridabad,3,2,1,1475,2849,1792,2568,Studio,Northeast,Park,Yes,No,4563967,39048260,No,Yes,Registered
Gurgaon,4,3,4,978,2313,1566,3092,Villa,Southwest,Park,No,No,4642155,33081335,No,Yes,Registered
Noida,1,2,3,678,1729,1721,3007,Apartment,West,Pool,No,No,7661567,12930641,Yes,Yes,Registered
Gurgaon,2,1,5,717,2677,1948,3901,Independent House,East,Garden,No,No,4752313,23376908,Yes,Yes,Registered
Faridabad,1,4,2,508,1928,1798,3487,Apartment,East,Park,No,Yes,9046687,16568254,Yes,Yes,Registered
Faridabad,4,1,2,816,2591,1122,3462,Apartment,Northeast,None,Yes,No,4097495,36695627,Yes,Yes,Registered
Gurgaon,4,2,2,946,2098,1957,2530,Apartment,East,Park,Yes,Yes,3376017,36445828,No,Yes,Registered
Noida,2,1,1,677,1556,1127,2742,Villa,North,Park,No,No,8577455,21041258,No,Yes,Registered
