Name,Price,property,status,floor,transaction,facing,overlooking,ownership,bathroom,balcony,city,location,Rate_per_sqft,bedroom,total_area,year,Registry,Land Deed,Furniture
"6 BHK Flat for Sale in Salcon The Verandas, Sector 54, Gurgaon",171100608.4,Aar Pee Ess Associates,Ready to Move,Ground out of 17,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,5,4,Gurgaon, Salcon The Verandas,15997,6,10626.99256,2001,Registered,Yes,No
"3 BHK Flat for Sale in Ireo The Grand Arch, Sector 58, Gurgaon",39252492.52,Yaxis Realty Solutions,Ready to Move,5 out of 20,Resale,North - East,"Garden/Park, Pool",Freehold,3,2,Gurgaon, Ireo The Grand Arch,24568,3,1587.430804,2001,Registered,Yes,Yes
"5 BHK Flat for Sale in Salcon The Verandas, Sector 54, Gurgaon",135874012.6,Iconic Realtors,Ready to Move,3 out of 16,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,5,4,Gurgaon, Salcon The Verandas,10526,5,12825.38476,2001,Registered,Yes,No
"3 BHK Flat for Sale in Dwarka Sector 8, New Delhi",20129483.34,Gupta Properties,Ready to Move,2 out of 4,New Property,East,Main Road,Freehold,3,1,Delhi, Dwarka Sector 8,9149,3,2186.03126,2001,Registered,No,Yes
"2 BHK Flat for Sale in Central Park Flower Valley Flamingo Floor, Sohna Sector 32, Gurgaon",10064741.67,Sanskar Realty ,Ready to Move,1 out of 2,New Property,North - East,Garden/Park,Freehold,2,3,Gurgaon, Central Park Flower Valley Flamingo Floor,14203,2,704.0766035,2001,Registered,No,Yes
"3 BHK Flat for Sale in Smart World Orchard, Sector 61, Gurgaon",22142431.68,Gautam Realty,Poss. by Aug '26,2 out of 4,New Property,North - East,"Garden/Park, Main Road",Freehold,3,3,Gurgaon, Smart World Orchard,9624,3,2285.951787,2001,Registered,Yes,Yes
"2 BHK Flat for Sale in M3M Antalya Hills Phase II, Sector 79, Gurgaon",11071215.84,Brothers & Company,Ready to Move,1 out of 4,New Property,East,"Garden/Park, Main Road",Freehold,3,2,Gurgaon, M3M Antalya Hills Phase II,13594,2,809.1805208,2001,Registered,Yes,Yes
"4 BHK Flat for Sale in Unitech Espace, Nirvana Country, Sector 50, Gurgaon",43781626.27,Krishana Properties,Ready to Move,1 out of 4,New Property,East,Garden/Park,Freehold,5,2,Gurgaon, Unitech Espace,14062,4,3093.443322,2001,Registered,Yes,Yes
"3 BHK Flat for Sale in DLF City Plot Phase 2, DLF City Phase 2, Gurgaon",22645668.76,Luxury Roof,Ready to Move,1 out of 4,New Property,North - East,Main Road,Freehold,3,2,Gurgaon, DLF City Plot Phase 2,3200,3,7031.25,2001,Registered,No,Yes
"2 BHK Flat for Sale in Uttam Nagar West, New Delhi",2415538.001,Preeti Buildtech,Ready to Move,1 out of 4,New Property,North - East,"Garden/Park, Main Road",Freehold,2,1,Delhi, Uttam Nagar West,8077,2,297.1400272,2001,Registered,Yes,Yes
"3 BHK Flat for Sale in Ansal Versalia, Sector 67A, Gurgaon",21135957.51,Aakash Estate,Ready to Move,7 out of 7,Resale,North - East,"Garden/Park, Main Road",Freehold,3,2,Gurgaon, Ansal Versalia,9444,3,2223.634053,2001,Registered,Yes,No
"3 BHK Flat for Sale in Krishna Apartment, Dwarka Sector 9, New Delhi",17110060.84,Goodwill Associates,Ready to move,2 out of 4,Resale,Not specified,Road,Not specified,2,1,Delhi, Krishna Apartment,7631,3,2242.178068,2001,Registered,Yes,Yes
"3 BHK Flat for Sale in Godrej Meridien, Sector 106, Gurgaon",22645668.76,Premium Properties,Ready to Move,18 out of 19,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,3,3,Gurgaon, Godrej Meridien,12129,3,1855.058125,2001,Registered,No,Yes
"4 BHK Villa for Sale in Sobha International City, Sector 109 Gurgaon",65420820.86,Solution Specialists,Ready to Move,1 out of 4,Resale,North - East,Garden/Park,Freehold,5,4,Gurgaon, Sobha International City,26749,4,2429.997383,2001,Registered,No,Yes
"4 BHK Flat for Sale in IREO Uptown, Badshahpur, Gurgaon",29187750.85,Real 2 Earth,Ready to Move,2 out of 18,Resale,South - East,"Pool, Garden/Park",Freehold,4,3,Gurgaon, IREO Uptown,14139,4,2051.064432,2001,Registered,Yes,No
"4 BHK Flat for Sale in Jaypee Greens Knights Court, Sector 128, Noida Express Way, Noida",27174802.51,JKM Infratech,Ready to Move,2 out of 4,Resale,East,Garden/Park,Leasehold,4,2,Noida, Jaypee Greens Knights Court,9153,4,2949.852507,2001,Registered,Yes,Yes
"3 BHK Flat for Sale in Uninav Bliss, Garhi, Raj Nagar Extension, Ghaziabad",8615418.87,Gungun Properties,Ready to Move,2 out of 4,New Property,North - East,"Garden/Park, Pool, Main Road",Freehold,3,4,Ghaziabad, Uninav Bliss,4300,3,1990.697674,2001,Registered,Yes,Yes
"2 BHK Flat for Sale in Signature Global City 37D II, Sector 37D, Delhi Gurgaon Expressway, Gurgaon",9058267.504,Samagra Realty,Poss. by May '25,1 out of 4,New Property,North,"Garden/Park, Main Road",Freehold,2,2,Gurgaon, Signature Global City 37D II,9000,2,1000,2001,Not Registered,Yes,Yes
"4 BHK Flat for Sale in Ansal API Esencia, Sector 67, Gurgaon",20129483.34,Investors Boutique,Ready to Move,Ground out of 4,New Property,East,Garden/Park,Freehold,4,2,Gurgaon, Ansal API Esencia,8000,4,2500,2001,Registered,Yes,Yes
"3 BHK Flat for Sale in Panchsheel Enclave, New Delhi",48310760.02,Dream Property TM,Ready to Move,1 out of 4,New Property,North - East,Main Road,Freehold,3,2,Delhi, Panchsheel Enclave,30000,3,1600,2001,Registered,Yes,No
"3 BHK Flat for Sale in Vasundhara, Ghaziabad",7649203.67,Demera Homes,Ready to Move,4 out of 28,New Property,West,"Garden/Park, Pool, Main Road",Freehold,2,1,Ghaziabad, Vasundhara,5067,3,1499.901322,2001,Registered,Yes,No
"3 BHK Flat for Sale in DigiTown, Siddhartha Vihar, NH 24, Ghaziabad",8222893.945,Tripat Kaur,Poss. by Dec '24,1 out of 4,New Property,North - East,"Garden/Park, Main Road",Freehold,2,3,Ghaziabad, DigiTown,5719,3,1428.571429,2001,Registered,Yes,Yes
"4 BHK Flat for Sale in Luxury Builder Floors, South City 2, Sector 49, Gurgaon",29690987.93,Sanjay Properties,Ready to Move,2 out of 4,New Property,North,"Garden/Park, Main Road",Freehold,4,2,Gurgaon, Luxury Builder Floors,11346,4,2600.035255,2001,Registered,No,Yes
"3 BHK Flat for Sale in DDA Indraprastha Apartment, Dwarka Sector 12, New Delhi",15097112.51,Dwarka Real Estates,Ready to Move,4 out of 4,Resale,North,"Garden/Park, Main Road",Freehold,2,2,Delhi, DDA Indraprastha Apartment,9375,3,1600,2001,Registered,Yes,Yes
"4 BHK Flat for Sale in Sector 49, Gurgaon",46297811.69,Rajesh Kumar,Ready to Move,6 out of 7,New Property,East,"Garden/Park, Main Road",Freehold,4,3,Gurgaon, Sector 49,13529,4,3400.103481,2001,Registered,Yes,Yes
"3 BHK Flat for Sale in Vrundavan Society, Dwarka Sector 6, New Delhi",18720419.51,Shree Balaji Realtors,Ready to Move,9 out of 28,Resale,North - East,"Garden/Park, Pool",Freehold,2,1,Delhi, Vrundavan Society,10333,3,1800.058066,2001,Not Registered,Yes,Yes
"3 BHK Flat for Sale in DLF Capital Greens 1 and 2, New Moti Nagar, Kirti Nagar, New Delhi",29187750.85,Sharing Real Estate,Ready to Move,4 out of 4,Resale,North - West,"Garden/Park, Pool, Main Road",Freehold,3,4,Delhi, DLF Capital Greens 1 and 2,17313,3,1675.041876,2001,Registered,Yes,No
"4 BHK Flat for Sale in Malibu Town, Malibu Town, Sector 47, Gurgaon",63911109.61,Virendra Estate,Ready to Move,16 out of 28,New Property,East,"Garden/Park, Main Road",Freehold,4,3,Gurgaon, Malibu Town,18143,4,3499.972441,2001,Registered,Yes,Yes
"4 BHK Flat for Sale in DLF Crest, Sector 54, Gurgaon",104673313.4,Khushi Housing Solutions Pvt. Ltd.,Ready to Move,4 out of 14,Resale,North,"Garden/Park, Pool",Freehold,4,3,Gurgaon, DLF Crest,33376,4,3116.011505,2001,Registered,Yes,Yes
"3 BHK Flat for Sale in Aqua Front Towers, Sohna Sector 32, Gurgaon",17009413.42,Dream Nest Landbase,Ready to Move,18 out of 42,Resale,North - East,"Pool, Garden/Park, Main Road",Freehold,3,3,Gurgaon, Aqua Front Towers,9447,3,1788.927702,2001,Registered,No,Yes
"4 BHK Flat for Sale in M3M Latitude, Sector 65, Gurgaon",60388450.03,Aashiyana Properties,Ready to Move,11 out of 26,Resale,North - East,Garden/Park,Freehold,5,5,Gurgaon, M3M Latitude,20305,4,2954.937208,2001,Registered,Yes,Yes
"2 BHK Flat for Sale in SS The Leaf, Sector 85, Gurgaon",11574452.92,Sushant Homes,Ready to Move,2 out of 4,Resale,North - East,Garden/Park,Freehold,2,2,Gurgaon, SS The Leaf,7012,2,1640.045636,2001,Registered,Yes,Yes
"3 BHK Flat for Sale in Safdarjung Enclave, New Delhi",31200699.18,Global Property,Ready to Move,12 out of 16,New Property,North - East,Garden/Park,Freehold,3,3,Delhi, Safdarjung Enclave,22963,3,1349.997823,2001,Not Registered,Yes,Yes
"3 BHK Flat for Sale in Central Park 2, Sector 48, Gurgaon",50323708.35,Uma Shankar Mishra,Ready to Move,Ground out of 4,Resale,North - East,Garden/Park,Freehold,4,3,Gurgaon, Central Park 2,20292,3,2464.025232,2001,Registered,No,Yes
"3 BHK Flat for Sale in Tulip Monsella, Sector 53, Gurgaon",78001747.95,Elegant Homz,Poss. by Jun '27,10 out of 20,New Property,North - West,Garden/Park,Freehold,3,3,Gurgaon, Tulip Monsella,27000,3,2870.37037,2001,Registered,Yes,Yes
"4 BHK Flat for Sale in Gulmohar Park, New Delhi",137886960.9,Future Properties Solutions Pvt. Ltd.,Ready to Move,2 out of 4,New Property,North - East,Main Road,Freehold,5,2,Delhi, Gulmohar Park,30444,4,4500.065694,2001,Not Registered,No,No
"4 BHK Flat for Sale in DLF Icon, DLF City Phase 5, Gurgaon",45291337.52,R S Propmart,Ready to Move,Ground out of 4,Resale,East,"Garden/Park, Main Road",Freehold,4,2,Gurgaon, DLF Icon,17241,4,2610.057421,2001,Registered,Yes,Yes
"4 BHK Flat for Sale in Sushant Lok 2, Gurgaon",25262501.59,Samar Estate,Ready to Move,5 out of 22,New Property,East,"Garden/Park, Pool",Freehold,3,3,Gurgaon, Sushant Lok 2,12872,4,1949.968925,2001,Registered,Yes,Yes
"5 BHK Villa for Sale in Sobha International City, Sector 109 Gurgaon",60388450.03,Prime Realtors India,Ready to Move,2 out of 4,New Property,North,Road,Freehold,6,4,Gurgaon, Sobha International City,13333,5,4500.112503,2001,Registered,Yes,Yes
"3 BHK Flat for Sale in Assotech Blith, Sector 99, Gurgaon",13285459.01,First Option Estate,Ready to Move,2 out of 4,New Property,Not specified,Road,Not specified,4,2,Gurgaon, Assotech Blith,5500,3,2400,2001,Not Registered,Yes,Yes
"4 BHK Flat for Sale in Sector 46, Gurgaon",36736307.1,Aaditya Property,Ready to Move,4 out of 4,New Property,North - West,"Garden/Park, Pool, Main Road",Freehold,4,2,Gurgaon, Sector 46,13519,4,2699.903839,2001,Registered,Yes,Yes
"4 BHK Flat for Sale in Suncity, Sector 54, DLF Golf Course Road, Gurgaon",18116535.01,Vishwa Property,Ready to Move,1 out of 2,Resale,North,"Garden/Park, Main Road",Freehold,4,2,Gurgaon, Suncity,13433,4,1339.983622,2001,Registered,Yes,Yes
"3 BHK Flat for Sale in DGS Apartment, Dwarka Sector 22, New Delhi",15097112.51,Dev Associates,Ready to Move,7 out of 7,Resale,North,"Garden/Park, Main Road",Freehold,2,4,Delhi, DGS Apartment,9677,3,1550.06717,2001,Registered,No,Yes
"3 BHK Flat for Sale in Luxury Floors, DLF City Phase 1, Gurgaon",23148905.84,P N A Corp Serv,Ready to Move,2 out of 4,New Property,North,"Garden/Park, Main Road",Freehold,3,4,Gurgaon, Luxury Floors,12907,3,1781.978771,2001,Not Registered,Yes,Yes
"3 BHK Flat for Sale in RPS Auria Residences, Sector 88, Faridabad",8555030.42,Investors Junction,Ready to Move,Ground out of 14,Resale,East,Garden/Park,Freehold,3,3,Faridabad, RPS Auria Residences,5431,3,1565.089302,2001,Registered,No,Yes
"1 BHK Flat for Sale in Knowledge Park 3, Greater Noida",1610358.667,Property Bazar,Ready to Move,2 out of 2,Resale,North - West,"Pool, Garden/Park, Main Road",Leasehold,1,2,Noida, Knowledge Park 3,3800,1,421.0526316,2001,Not Registered,Yes,Yes
"3 BHK Flat for Sale in Aditya White Cottage, NH 24, Ghaziabad",4730428.585,Unknown,Ready to Move,2 out of 4,Resale,East,Garden/Park,Freehold,2,2,Ghaziabad, Aditya White Cottage,3413,3,1377.087606,2001,Registered,Yes,No
"4 BHK Flat for Sale in Dlf City Phase 4, Sector 28, Gurgaon",28181276.68,Unknown,Ready to Move,3 out of 14,Resale,South,Garden/Park,Freehold,4,3,Gurgaon, Dlf City Phase 4,11523,4,2429.922763,2001,Registered,No,No
"3 BHK Flat for Sale in Mahagun Mansion 1 and 2, Indirapuram, Ghaziabad",8051793.337,Unknown,Ready to Move,1 out of 4,Resale,North - East,Garden/Park,Freehold,2,2,Ghaziabad, Mahagun Mansion 1 and 2,5634,3,1419.950302,2001,Registered,No,Yes
"3 BHK Flat for Sale in Godrej Tropical Isle, Sector 146, Noida",31703936.26,Unknown,Poss. by Nov '23,1 out of 3,Resale,South - East,Garden/Park,Freehold,3,2,Noida, Godrej Tropical Isle,19444,3,1620.037029,2001,Registered,No,Yes
"3 BHK Flat for Sale in Tagore Garden, Rajouri Garden, Najafgarh Road, New Delhi",18116535.01,Unknown,Ready to Move,17 out of 25,Resale,North - East,"Garden/Park, Main Road",Leasehold,2,4,Delhi, Tagore Garden,13333,3,1350.033751,2001,Registered,Yes,Yes
"4 BHK Flat for Sale in Panchsheel Greens 2, Noida Extension Block B, Noida",10567978.75,Unknown,Ready to Move,2 out of 7,New Property,East,Main Road,Freehold,4,2,Noida, Panchsheel Greens 2,5769,4,1820.072803,2001,Registered,No,Yes
"2 BHK Flat for Sale in Delhi Rajdhani Apartments, Patparganj, New Delhi",11574452.92,Unknown,Ready to Move,2 out of 4,Resale,North,Garden/Park,Freehold,2,2,Delhi, Delhi Rajdhani Apartments,10952,2,1050.036523,2001,Registered,Yes,No
4 BHK Villa for Sale in Noida Extension Block A Noida,7367390.903,Unknown,Poss. by Dec '23,Ground out of 2,New Property,North,"Garden/Park, Main Road, Pool",Freehold,3,2,Noida, Noida Extension Block A Noida,3486,4,2099.827883,2001,Registered,Yes,No
"3 BHK Flat for Sale in Greater Kailash 2, New Delhi",54349605.02,Unknown,Ready to Move,14 out of 26,New Property,North - East,"Garden/Park, Pool",Freehold,4,2,Delhi, Greater Kailash 2,27907,3,1934.998388,2001,Not Registered,Yes,No
"4 BHK House for Sale in Saraswati Vihar, Sector 28 Gurgaon",25967033.51,Unknown,Ready to Move,11 out of 20,Resale,North - East,"Garden/Park, Main Road",Leasehold,2,4,Gurgaon, Saraswati Vihar,17695,4,1458.038994,2001,Registered,Yes,Yes
"3 BHK Flat for Sale in Express Astra, Greater Noida West, Greater Noida",18116535.01,Unknown,Poss. by Dec '25,3 out of 4,New Property,North - East,"Pool, Garden/Park, Main Road",Freehold,3,4,Noida, Express Astra,8978,3,2004.900869,2001,Registered,Yes,Yes
"4 BHK Flat for Sale in M3M Merlin, Sector 67, Gurgaon",47304285.85,Unknown,Ready to Move,3 out of 4,Resale,North - East,Garden/Park,Freehold,4,3,Gurgaon, M3M Merlin,14386,4,3267.065202,2001,Registered,Yes,No
"2 BHK Flat for Sale in Signature Global Park, Sohna Sector 36, Gurgaon",5223600.927,Unknown,Ready to Move,19 out of 22,New Property,North - East,"Garden/Park, Pool, Main Road",Freehold,2,3,Gurgaon, Signature Global Park,6137,2,845.6900766,2001,Registered,Yes,Yes
"1 BHK Flat for Sale in Jaypee Greens Crescent Court, Jaypee Greens, Greater Noida",12077690.01,Unknown,Ready to Move,2 out of 2,Resale,North,Garden/Park,Leasehold,1,3,Noida, Jaypee Greens Crescent Court,9600,1,1250,2001,Not Registered,No,Yes
"2 BHK Flat for Sale in Panchsheel Pratishtha, Sector 75, Noida",10165389.09,Unknown,Ready to Move,8 out of 16,Resale,East,"Garden/Park, Main Road",Freehold,2,2,Noida, Panchsheel Pratishtha,7710,2,1309.98703,2001,Registered,Yes,No
"4 BHK Flat for Sale in Greenfield Colony, Mathura Road, Faridabad",9058267.504,Unknown,Ready to Move,2 out of 3,Resale,East,"Garden/Park, Pool, Main Road",Freehold,3,3,Faridabad, Greenfield Colony,4000,4,2250,2001,Registered,Yes,No
"3 BHK Flat for Sale in BPTP Discovery Park, Sector 80, Faridabad",9561504.587,Unknown,Ready to Move,15 out of 25,Resale,North - East,Road,Freehold,3,2,Faridabad, BPTP Discovery Park,5846,3,1625.042764,2001,Registered,No,Yes
"2 BHK Flat for Sale in Rohini Sector 3, New Delhi",8152440.754,Unknown,Ready to Move,1 out of 5,Resale,Not specified,Road,Leasehold,2,3,Delhi, Rohini Sector 3,16079,2,503.7626718,2001,Registered,Yes,Yes
"2 BHK Flat for Sale in CRC Joyous, Techzone 4, Greater Noida",6441434.669,Unknown,Poss. by Sep '27,2 out of 4,New Property,Not specified,Road,Not specified,2,1,Noida, CRC Joyous,6153,2,1040.14302,2001,Registered,Yes,No
"3 BHK Flat for Sale in Nehru Nagar, Lajpat Nagar, New Delhi",6038845.003,Unknown,Ready to Move,2 out of 4,Resale,Not specified,Road,Not specified,3,2,Delhi, Nehru Nagar,5556,3,1079.913607,2001,Registered,Yes,Yes
"3 BHK Flat for Sale in Priyadarshini Vihar, Laxmi Nagar, New Delhi",17613297.92,Aadharshila Realtors,Ready to Move,3 out of 4,Resale,North - East,Garden/Park,Freehold,2,1,Delhi, Priyadarshini Vihar,14620,3,1196.990424,2001,Registered,Yes,Yes
"3 BHK Flat for Sale in Himachal Apartment, Dwarka Sector 5, New Delhi",21035310.09,Rohini Developers,Ready to Move,2 out of 7,Resale,North - East,"Garden/Park, Main Road",Freehold,2,3,Delhi, Himachal Apartment,11611,3,1800.017225,2001,Not Registered,No,Yes
"3 BHK Flat for Sale in Puri Emerald Bay, Sector 104, Gurgaon",25665091.26,Garg Realty,Ready to Move,12 out of 29,Resale,North - East,"Garden/Park, Main Road",Freehold,4,3,Gurgaon, Puri Emerald Bay,10408,3,2450.038432,2001,Registered,Yes,Yes
"3 BHK Flat for Sale in Uttam Nagar West, New Delhi",3220717.335,Dalip Singh,Ready to Move,1 out of 3,Resale,North - East,Garden/Park,Freehold,3,1,Delhi, Uttam Nagar West,4828,3,662.8003314,2001,Registered,Yes,Yes
"3 BHK Flat for Sale in Amrapali Smart City, Noida Extention, Greater Noida",7749851.087,Civic Estate,Ready to Move,15 out of 25,Resale,East,"Garden/Park, Pool",Leasehold,3,4,Noida, Amrapali Smart City,4877,3,1578.83945,2001,Not Registered,No,Yes
"3 BHK Flat for Sale in KW Srishti, Raj Nagar Extension, Ghaziabad",6994995.461,Perfect Homes,Ready to Move,11 out of 14,Resale,East,Garden/Park,Freehold,2,3,Ghaziabad, KW Srishti,6193,3,1122.234781,2001,Registered,No,Yes
"1 BHK Flat for Sale in Sector MU 2, Greater Noida",2012948.334,Unknown,Ready to Move,2 out of 4,Resale,North,"Garden/Park, Main Road",Freehold,1,1,Noida, Sector MU 2,9444,1,211.7746717,2001,Not Registered,Yes,Yes
"3 BHK Flat for Sale in Rohini Sector 23, New Delhi",8555030.42,Unknown,Ready to Move,2 out of 4,New Property,East,"Garden/Park, Pool, Main Road",Freehold,2,1,Delhi, Rohini Sector 23,16364,3,519.4329015,2001,Not Registered,Yes,Yes
4 BHK Flat for Sale in New Delhi,45291337.52,Unknown,Ready to Move,1 out of 4,Resale,North,"Garden/Park, Pool, Main Road",Power Of Attorney,4,1,Delhi, New Delhi,3295,4,13657.05615,2001,Registered,Yes,Yes
"2 BHK Flat for Sale in Aditya World City, NH 24, Ghaziabad",2918775.085,Unknown,Ready to Move,14 out of 14,Resale,East,"Garden/Park, Main Road",Freehold,2,1,Ghaziabad, Aditya World City,29861,2,97.11664043,2001,Not Registered,Yes,No
"1 BHK Flat for Sale in Sheikh Sarai Phase 2, New Delhi",9058267.504,Unknown,Ready to Move,1 out of 2,Resale,North - East,"Main Road, Garden/Park",Freehold,1,2,Delhi, Sheikh Sarai Phase 2,6034,1,1491.547895,2001,Registered,Yes,Yes
"3 BHK Flat for Sale in Kavi Nagar, Ghaziabad",7045319.17,Unknown,Ready to Move,1 out of 4,Resale,North - East,"Garden/Park, Main Road",Freehold,3,3,Ghaziabad, Kavi Nagar,9554,3,732.6774126,2001,Not Registered,Yes,Yes
"2 BHK Flat for Sale in Hero Homes, Sector 104, Gurgaon",10567978.75,Unknown,Poss. by May '24,3 out of 36,Resale,North,Garden/Park,Freehold,2,2,Gurgaon, Hero Homes,11667,2,899.9742864,2001,Registered,No,Yes
"2 BHK Flat for Sale in Sheikh Sarai Phase 1, New Delhi",14090638.34,Unknown,Ready to Move,Ground out of 4,Resale,North - East,"Garden/Park, Main Road",Freehold,2,4,Delhi, Sheikh Sarai Phase 1,6459,2,2167.518192,2001,Registered,Yes,Yes
"3 BHK Flat for Sale in Uninav Eden, Garhi, Raj Nagar Extension, Ghaziabad",13587401.26,Unknown,Ready to Move,2 out of 4,New Property,North - East,"Garden/Park, Main Road",Leasehold,3,4,Ghaziabad, Uninav Eden,9492,3,1422.250316,2001,Registered,No,Yes
"5 BHK Flat for Sale in BPTP MANSIONS PARK PRIME, Sector 66, Gurgaon",28181276.68,Unknown,Ready to Move,35 out of 40,New Property,North - West,"Garden/Park, Main Road",Freehold,5,5,Gurgaon, BPTP MANSIONS PARK PRIME,14650,5,1911.262799,2001,Registered,No,No
"5 BHK Flat for Sale in Mahagun Manorialle, Sector 128, Noida Express Way, Noida",89878143.12,Unknown,Poss. by Mar '24,11 out of 42,New Property,East,Garden/Park,Freehold,6,3,Noida, Mahagun Manorialle,18000,5,4961.111111,2001,Registered,No,No
"4 BHK Flat for Sale in M3M Golf Estate, Sector 65, Gurgaon",92394328.54,Unknown,Ready to Move,1 out of 4,Resale,East,"Pool, Garden/Park, Main Road",Freehold,4,3,Gurgaon, M3M Golf Estate,14286,4,6425.871483,2001,Registered,Yes,Yes
"3 BHK Flat for Sale in Project Sushant Lok 1 Block C, Sushant Lok 1 Block C, Gurgaon",25161854.18,Unknown,Ready to Move,2 out of 4,New Property,North - East,Main Road,Freehold,3,2,Gurgaon, Project Sushant Lok 1 Block C,4904,3,5097.879282,2001,Registered,Yes,Yes
